letter,question,answer,difficulty
غ,العضو الحيوي الصغير في الجسم المسؤول عن إنتاج وإفراز الهرمونات والعصارات في الدم؟,غدة,متوسط
ف,الورقة التجارية أو الإيصال الذي يسجل تفاصيل وقيمة المشتريات والخدمات ويطلب منك تسديدها؟,فاتورة,متوسط
ف,المزارع والعامل البسيط الذي يحرث الأرض ويزرعها ويعتني بالمحاصيل ليجني ثمارها؟,فلاح,متوسط
ف,إعمال العقل والتأمل العميق للوصول إلى استنتاجات وحلول وإبداعات فكرية جديدة؟,فكر,متوسط
ف,انكشاف أمر مشين وسيء أو سر معيب أمام الناس مما يسبب الخزي والعار لصاحبه؟,فضيحة,متوسط
ف,انعدام النظام والترتيب وحالة الاضطراب والهرج والمرج في المكان أو المجتمع؟,فوضى,متوسط
ف,العظمة والرقي والجمال المفرط في التصميم أو الأثاث أو الألقاب التي تطلق على الشخصيات المرموقة؟,فخامة,متوسط
ف,الوجبة الصباحية الأساسية والأولى التي يتناولها الإنسان في بداية يومه لتمده بالطاقة؟,فطور,متوسط
ف,الهروب السريع والركض للنجاة بالنفس والابتعاد عن مواجهة الخطر أو الأعداء أو السجن؟,فرار,متوسط
ف,القدرة العالية على التحدث بلباقة ووضوح وبلاغة وتوصيل المعنى بأجمل الكلمات المؤثرة؟,فصاحة,متوسط
ق,الشخص القانوني المعين من الدولة ليحكم بالعدل ويفصل في النزاعات والخصومات بين الناس في المحكمة؟,قاضي,متوسط
ق,النسيج المصنوع من خيوط القطن أو الحرير أو الصوف والمستخدم في تفصيل الملابس والستائر؟,قماش,متوسط
ق,الحبوب الزراعية الذهبية والأساسية التي تطحن لتصبح دقيقاً وتستخدم في صناعة الخبز والمعكرونة؟,قمح,متوسط
ق,النبات الزراعي الذي ينتج أليافاً بيضاء ناعمة جداً تستخدم في صناعة أفضل وأريح أنواع الأقمشة والملابس؟,قطن,متوسط
ق,القدرة والمهارة على توجيه وإدارة مجموعة من الناس أو المؤسسات بحكمة نحو تحقيق هدف مشترك؟,قيادة,متوسط
ق,الحكاية المكتوبة أو المروية التي تتضمن أحداثاً وشخصيات وحبكة درامية للتسلية أو أخذ العبرة؟,قصة,متوسط
ق,الغطاء الذي يوضع على الوجه بغرض التخفي وإخفاء الهوية أو للحماية من الغازات والأوبئة؟,قناع,متوسط
ق,المجموعة الكبيرة من الحيوانات من نفس النوع كالأغنام أو الأبقار التي تسير وترعى معاً بانتظام؟,قطيع,متوسط
ق,الكتاب المرجعي والمعجم الذي يضم مفردات اللغة ويشرح معانيها ويترجمها للغات أخرى؟,قاموس,متوسط
ق,البناء المعماري نصف الكروي والمقوس الذي يعلو أسقف المساجد والمباني التاريخية الكبرى للزينة والاتساع؟,قبة,متوسط
ق,الشعور النفسي بالتوتر والاضطراب وعدم الارتياح والتفكير السلبي المستمر في أحداث المستقبل؟,قلق,متوسط
ق,الارتقاء والدفع بالجسم بقوة في الهواء لتجاوز حاجز أو مسافة معينة وتعتبر رياضة أولمبية؟,قفزة,متوسط
ك,العضو الحيوي الأكبر في تجويف البطن والمسؤول عن تنقية الدم من السموم وإنتاج العصارة الصفراوية؟,كبد,متوسط
ك,الشعور السلبي والبغيض والمقت الشديد تجاه شخص أو فكرة وعكسه المحبة والتسامح؟,كراهية,متوسط
ك,النضال والعمل الجاد والمستمر وتجاوز الصعوبات والعقبات بقوة لتحقيق الأهداف الكبرى والنجاح؟,كفاح,متوسط
ك,التعهد والضمان المالي أو الشخصي الذي يقدم للإفراج عن متهم أو رعاية يتيم وتأمين احتياجاته؟,كفالة,متوسط
ك,المقدار الفيزيائي الذي يعبر عن كمية المادة الموجودة في الجسم ولا تتغير بتغير المكان أو الجاذبية؟,كتلة,متوسط
ك,المخبوزات والحلويات الدائرية والمزينة التي تخبز وتقدم مع الشاي والقهوة في الأعياد والمناسبات السعيدة؟,كعك,متوسط
ك,التراخي والخمول وعدم الرغبة في العمل أو بذل أي مجهود جسدي أو ذهني وهو آفة النجاح؟,كسل,متوسط
ك,إجمالي المبالغ والمصاريف المالية التي تنفق لإنتاج سلعة أو إنجاز مشروع معين وتسمى تكلفة أو؟,كلفة,متوسط
ك,حيوان جرابي أسترالي شهير يقفز بقوة على قدميه الخلفيتين ويحمل صغاره في كيس أسفل بطنه؟,كنغر,متوسط
ك,القطعة من الملابس الشتوية المحاكة من الصوف والتي تلبس في النصف العلوي من الجسم للتدفئة؟,كنزة,متوسط
ل,الطريقة المحلية والخاصة في نطق الكلمات واللغة والتي تميز سكان منطقة جغرافية عن غيرها؟,لهجة,متوسط
ل,المستوى الجيد من الصحة والقوة البدنية الذي يسمح بأداء التمارين الرياضية بكفاءة ودون تعب سريع؟,لياقة,متوسط
ل,السائل الذي تفرزه غدد الفم لترطيب الطعام وتسهيل بلعه وهضمه ويحمي الأسنان من التسوس؟,لعاب,متوسط
ل,الفترة الزمنية القصيرة جداً والعابرة كطرفة العين وتقال لوصف الوقت السريع جداً والحاضر؟,لحظة,متوسط
ل,اللوحة أو القماش العريض المكتوب عليه شعارات أو توجيهات ويعلق في الشوارع أو المظاهرات لجذب الانتباه؟,لافتة,متوسط
ل,العلم المتخصص في دراسة اللغات الإنسانية وتراكيبها وقواعدها النحوية وتطورها عبر الزمن؟,لغويات,متوسط
ل,الاجتماع والمقابلة التي تتم بين شخصين أو أكثر وجهاً لوجه للحديث أو التعارف بعد طول غياب؟,لقاء,متوسط
ل,إحدى الحواس الخمس وتتم عبر الجلد وتتيح للإنسان الإحساس بحرارة وبرودة ونعومة وخشونة الأشياء؟,لمس,متوسط
ل,الرقة في التعامل والأسلوب الحسن والودود الذي يجذب القلوب ويجعل الشخص محبوباً بين الناس؟,لطافة,متوسط
ل,الرتبة العسكرية القيادية والعليا في الجيش وتأتي بعد العميد وقبل الفريق أو العلم والراية المرفوعة؟,لواء,متوسط
ل,إلقاء العتب والعاتق والتوبيخ على شخص ما وتشعيره بالذنب بسبب ارتكابه لخطأ أو تقصيره في واجبه؟,لوم,متوسط
م,الأداة الكهربائية الساخنة التي تمرر على الملابس المغسولة لإزالة التجاعيد والثنيات وجعلها ملساء؟,مكواة,متوسط
