letter,question,answer
ش,اضطراب عقلي مزمن ومعقد يؤثر على طريقة تفكير الشخص وشعوره وسلوكه ويجعله منفصلاً عن الواقع ويسمى الفصام أو؟,شيزوفرينيا
ش,الطبقة العصبية الحساسة جداً للضوء والمبطنة للجزء الخلفي الداخلي من العين والتي تنقل الصور للدماغ عبر العصب البصري؟,شبكية
ش,هياكل حجرية بحرية خلابة تبنيها الكائنات الحية وتعتبر بيئة خصبة وحاضنة لربع الأسماك البحرية وتتأثر بالاحتباس الحراري؟,شعب مرجانية
ش,صخرة فضائية صغيرة تحترق وتتوهج بقوة عند دخولها الغلاف الجوي للأرض بسبب الاحتكاك وتسمى أحياناً بالنجم الهاوي؟,شهاب
ص,الحملات العسكرية الأوروبية التي انطلقت في العصور الوسطى للسيطرة على الأراضي المقدسة في الشرق وتأسيس إمارات هناك؟,صليبيين
ص,التراكيب الحيوية الموجودة داخل غرف القلب والتي تسمح بتدفق الدم في اتجاه واحد سليم وتمنع رجوعه للخلف؟,صمامات
ص,اضطراب عصبي مؤلم يسبب آلاماً نابضة وشديدة جداً عادة ما تكون في جانب واحد من الرأس ويصاحبها غثيان ويسمى الشقيقة أو؟,صداع نصفي
ص,القطاع الاقتصادي الحيوي المهتم بتحويل ومعالجة المواد الخام الطبيعية إلى منتجات نهائية قابلة للاستخدام عبر الآلات والمصانع؟,صناعة
ص,مؤسسة مالية دولية أنشئت لتعزيز التعاون النقدي العالمي وتوفير قروض وإصلاحات اقتصادية للدول التي تعاني أزمات مالية طاحنة؟,صندوق النقد
ص,خلايا صغيرة جداً وضرورية في مجرى الدم تلعب الدور الأساسي والأول في عملية التخثر ووقف النزيف عند الجروح؟,صفيحات دموية
ص,ظاهرة فيزيائية صوتية تتمثل في ارتداد وعودة الموجات الصوتية لتردد نفس الكلام بعد اصطدامها بحاجز صلب وعال كالجبال؟,صدى
ص,قائد مسلم أسطوري وفارس شهم أسس الدولة الأيوبية واستعاد مدينة القدس بعد معركة حطين التاريخية ضد الصليبيين؟,صلاح الدين
ض,قوة دفع الدم على جدران الأوعية الدموية أثناء دوران الدورة الدموية ويعتبر ارتفاعه المستمر مرضاً خطيراً يسمى القاتل الصامت؟,ضغط دم
ض,تلوث جوي خانق يمزج بين الدخان الكثيف والضباب ويتكون عادة في المدن الصناعية الكبرى ويسبب أمراضاً تنفسية خطيرة؟,ضباب دخاني
ض,حركة هجومية قاضية في رياضة الملاكمة تسقط الخصم على الأرض وتفقده الوعي أو القدرة على إكمال النزال قبل انتهاء العد؟,ضربة قاضية
ض,حركة سياسية وعسكرية سرية قادها مجموعة من ضباط الجيش المصري وأدت لإنهاء الملكية وإعلان الجمهورية عام 1952 وتسمى حركة الـ؟,ضباط أحرار
ض,الغدة الكبيرة البارزة في إناث الحيوانات كالأبقار والأغنام والمسؤولة عن إنتاج وتخزين الحليب لتغذية صغارها واستفادة البشر؟,ضرع
ض,مصطلح طبي يشير إلى تراجع أو نقص في حجم وشكل العضلات أو الأعضاء بسبب قلة الاستخدام أو سوء التغذية أو المرض؟,ضمور
ض,أنواع برمائية صغيرة وجميلة الألوان تعيش في غابات الأمازون وتفرز سماً قاتلاً جداً من جلدها استخدمه الهنود الحمر لسهامهم؟,ضفادع سامة
ض,الوزن والقوة التي يبذلها عمود الهواء على مساحة معينة من سطح الأرض ويقاس بجهاز البارومتر ويؤثر على تغيرات الطقس؟,ضغط جوي
ط,المصادر الطبيعية للطاقة التي تتجدد باستمرار ولا تنفد بمرور الزمن كالشمس والرياح والمياه وتعتبر صديقة للبيئة تماماً؟,طاقة متجددة
ط,الكائنات الحية الدقيقة التي تعيش على أو داخل كائن حي آخر (المضيف) وتتغذى منه مسببة له الأمراض والضعف؟,طفيليات
ط,تغير مفاجئ ودائم في التسلسل الجيني أو الحمض النووي للكائن الحي قد يؤدي لظهور صفات جديدة ومختلفة تماماً؟,طفرة
ط,تقنية حديثة ومبتكرة تقوم بصنع مجسمات حقيقية ملموسة عن طريق بناء طبقات متراكمة من المواد بناءً على تصميم رقمي؟,طابعة ثلاثية الأبعاد
ط,الفرع المتخصص من الطب الذي يتعامل مع القضايا الجنائية والقانونية كتشريح الجثث لمعرفة أسباب الوفاة والجرائم الغامضة؟,طب شرعي
ط,الطاقة النظيفة المستمدة والمحولة مباشرة من إشعاعات الشمس باستخدام ألواح خاصة لتوليد الكهرباء وتسخين المياه؟,طاقة شمسية
ط,المدى الكامل لجميع الترددات الممكنة للإشعاع الكهرومغناطيسي بدءاً من أشعة جاما القوية وصولاً إلى موجات الراديو الطويلة؟,طيف كهرومغناطيسي
ط,مركبة جوية تقنية ومتقدمة يتم التحكم فيها وتوجيهها عن بعد وتستخدم في التصوير الجوي والعمليات العسكرية والتوصيل الحديث؟,طائرة بدون طيار
ظ,ظاهرة مناخية عالمية خطيرة تتمثل في ارتفاع درجات حرارة الأرض بسبب تراكم غازات الكربون في الغلاف الجوي؟,ظاهرة الدفيئة
ظ,منطقة جغرافية جافة تقع خلف سلسلة جبلية ضخمة تمنع وصول الرياح المحملة بالأمطار إليها فتصبح قاحلة وتسمى منطقة؟,ظل المطر
ظ,كلمة تستخدم في علم النحو والقواعد العربية لتدل على اسم منصوب يبين مكان وقوع الفعل مثل (أمام) و(خلف)؟,ظرف مكان
ظ,نسيج خلوي حيوي يغطي الأسطح الخارجية للجسم مثل الجلد ويبطن التجاويف الداخلية للأعضاء والأوعية لحمايتها وإفراز المواد؟,ظهارة
ظ,المصطلح الرياضي والهندسي الذي يطلق على النسبة بين الضلع المقابل والضلع المجاور للزاوية الحادة في المثلث قائم الزاوية؟,ظل الزاوية
ظ,حدث طبيعي وعلمي نادر ومبهر يحدث في الفضاء ويمكن رصده من الأرض كمرور المذنبات أو كسوف الشمس العميق؟,ظاهرة فلكية
ظ,نوع من الغزلان الصحراوية شديدة البياض والجمال تمتلك قروناً طويلة ومستقيمة وتتخذها بعض الدول العربية رمزاً لخطوط طيرانها؟,ظبي المها
ظ,نمو غير طبيعي لنسيج لحمي مثلث الشكل على بياض العين قد يمتد للقرنية ويسبب ضعفاً في الرؤية ويسمى طبياً مرض الـ؟,ظفرة
ع,الفترة التاريخية الثقافية والفنية العظيمة التي بدأت في إيطاليا وانتقلت لأوروبا ومثلت الانتقال من العصور الوسطى للعصر الحديث؟,عصر النهضة
ع,ظاهرة سياسية واقتصادية حديثة تعني تداخل وترابط اقتصادات وثقافات دول العالم لتصبح كقرية واحدة مفتوحة الحدود والأسواق؟,عولمة
